"","ID","title"
"3934",3934,"The red wolf (canis rufus) in east texas"
"3935",3935,"Response in Nighttime Activity of White-Tailed Deer (Odocoileus virginianus) to Lunar Cycle and Cloud Cover"
"3936",3936,"Predictive modelling of ecological patterns along linear-feature networks"
"3937",3937,"Grizzly bear response to spatio-temporal variability in human recreational activity"
"3938",3938,"The role of human outdoor recreation in shaping patterns of grizzly bear-black bear co-occurrence"
"3939",3939,"Moose (Alces alces) hunters subsidize the scavenger community in Alaska"
"3940",3940,"Cathemerality in wild ring-tailed lemurs (Lemur catta) in the spiny forest of Tsimanampetsotsa National Park: Camera trap data and preliminary behavioral observations"
"3941",3941,"Temporal aspects of polar bear (Ursus maritimus) occurrences at field camps in Wapusk National Park, Canada"
"3942",3942,"The spatial and trophic ecology of culpeo foxes (Lycalopex culpaeus) in the high Andes of northern Chile"
"3943",3943,"Assessing the feasibility of density estimation methodologies for African forest elephant at large spatial scales"
"3944",3944,"Inferring patterns of sympatry among large carnivores in Manas National Park – a prey-rich habitat influenced by anthropogenic disturbances"
"3945",3945,"Camera-trapping survey to assess diversity, distribution and photographic capture rate of terrestrial mammals in the aftermath of the ethnopolitical conflict in Manas National Park, Assam, India"
"3946",3946,"Impact of sympatric carnivores on den selection of wild giant pandas"
"3947",3947,"Effectiveness of aerial wildlife crossings: Do wildlife use rope bridges more than hazardous structures to cross roads? [Eficacia de los pasos aéreos sobre carretera: ¿cruza la fauna más por puentes de cuerda que por otras estructuras peligrosas?]"
"3948",3948,"Foxes, voles, and waders: Drivers of predator activity in wet grassland landscapes [Renards, campagnols, et échassiers: Les prédateurs les plus actifs dans les prairies humides]"
"3949",3949,"Anteaters on the edge: Giant and lesser anteaters (myrmecophaga tridactyla and tamandua tetradactyla) at their geographic distributional limits in Paraguay [Osos en el borde: Oso hormiguero gigante y oso melero (myrmecophaga tridactyla y tamandua tetradactyla) en sus límites de distribución geográfica en Paraguay]"
"3950",3950,"Habitat use and behaviour of crax fasciolata in the paraguayan humid chaco [Uso de hábitat y comportamiento de Crax fasciolata en el chaco húmedo paraguayo]"
"3951",3951,"Validation of functional connectivity modeling: The Achilles’ heel of landscape connectivity mapping"
"3952",3952,"First photographic evidence of Snow Leopard Panthera uncia (Mammalia: Carnivora: Felidae) outside current protected areas network in Nepal Himalaya"
"3953",3953,"First photographic record of marbled cat Pardofelis marmorata Martin, 1837 (Mammalia, Carnivora, Felidae) in Nepal"
"3954",3954,"Density-dependent signaling: An alternative hypothesis on the function of chemical signaling in a non-territorial solitary carnivore"
"3955",3955,"Forbidden fruit: human settlement and abundant fruit create an ecological trap for an apex omnivore"
"3956",3956,"Validating activity indices from camera traps for commensal rodents and other wildlife in and around farm buildings"
"3957",3957,"Impact of introduced nest predators on insular endemic birds: the case of the Azores Woodpigeon (Columba palumbus azorica)"
"3958",3958,"Using camera-trapping to assess grape consumption by vertebrate pests in a World Heritage vineyard region"
"3959",3959,"Threats and conservation status of common and roseate terns sterna hirundo/s. Dougallii in the azores: A case study for terceira island"
"3960",3960,"Applying camera traps to detect and monitor introduced mammals on oceanic islands"
"3961",3961,"Wildlife inventory from camera-trapping surveys in the Azores (Pico and Terceira islands)"
"3962",3962,"Are conflict-causing tigers different? Another perspective for understanding human-tiger conflict in Chitwan National Park, Nepal"
"3963",3963,"Factors associated with co-occurrence of large carnivores in a human-dominated landscape"
"3964",3964,"Rapid recovery of tigers Panthera tigris in Parsa Wildlife Reserve, Nepal"
"3965",3965,"Cameras replace human observers in multi-species aerial counts in Murchison Falls, Uganda"
"3966",3966,"Comparing an automated high-definition oblique camera system to rear-seat-observers in a wildlife survey in Tsavo, Kenya: Taking multi-species aerial counts to the next level"
"3967",3967,"Infrared-triggered camera technology application in the investigation of mammals in Beijing Wulingshan National Nature Reserve"
"3968",3968,"Effectiveness of shore-based remote camera monitoring for quantifying recreational fisher compliance in marine conservation areas"
"3969",3969,"First record of albino lowland tapirs (Tapirus terrestris Linnaeus 1758) in an important Brazilian Atlantic Forest hotspot"
"3970",3970,"Camera-trapping assessment of terrestrial mammals and birds in rehabilitated forest in INIKEA Project Area, Sabah, Malaysian Borneo"
"3971",3971,"Assessing the performance of open-source, semi-automated pattern recognition software for harbour seal (P. v. vitulina) photo ID"
"3972",3972,"A field and video annotation guide for baited remote underwater stereo-video surveys of demersal fish assemblages"
"3973",3973,"Do exotic pine plantations favour the spread of invasive herbivorous mammals in Patagonia?"
"3974",3974,"Habitat use by carnivores at different spatial scales in a plantation forest landscape in Patagonia, Argentina"
"3975",3975,"Animal behavior, cost-based corridor models, and real corridors"
"3976",3976,"Sustainable Peeling of Kapok Tree (Ceiba pentandra) Bark by the Chimpanzees (Pan troglodytes verus) of Comoé National Park, Ivory Coast"
"3977",3977,"Fluid dipping technology of chimpanzees in Comoé National Park, Ivory Coast"
"3978",3978,"Status and distribution of Comoé Chimpanzees: combined use of transects and camera traps to quantify a low-density population in savanna-forest mosaic"
"3979",3979,"Activity and resource selection of a threatened carnivore: The case of black bears in northwestern Mexico"
"3980",3980,"Verification of temperature sensor readings obtained from game and trail cameras used for crop monitoring"
"3981",3981,"Temporal activity shift in arctic foxes (Vulpes lagopus) in response to human disturbance"
"3982",3982,"Predicting black bear activity at backcountry campsites in Bryce Canyon National Park, Utah"
"3983",3983,"White-tailed deer vigilance: The influence of social and environmental factors"
"3984",3984,"Designing a fence that enables free passage of wildlife while containing reintroduced bison: A multispecies evaluation"
"3985",3985,"Carolina critters: a collection of camera-trap data from wildlife surveys across North Carolina"
"3986",3986,"Evaluation of camera traps for monitoring European rabbits before and after control operations in Otago, New Zealand"
"3987",3987,"Detection probabilities and surveillance sensitivities for managing an invasive mammalian herbivore"
"3988",3988,"Non-invasive genetic sampling of brown bears and Asiatic black bears in the Russian Far East: A pilot study"
"3989",3989,"Modeling habituation of introduced predators to unrewarding bird odors for conservation of ground-nesting shorebirds"
"3990",3990,"Infrared thermography in marine ecology: Methods, previous applications and future challenges"
"3991",3991,"Chimpanzees surviving in a fragmented high-altitude forest landscape of the Congolese Albertine Rift"
"3992",3992,"Arboreal camera trapping reveals seasonal behaviors of peromyscus spp. in pinus strobus canopies"
"3993",3993,"Arboreal camera trapping expands Hyla versicolor complex (Hylidae) canopy use to new heights"
"3994",3994,"Evaluating the Mechanisms of Landscape Change on White-Tailed Deer Populations"
"3995",3995,"Mammals of medium and large size in Cerrado remnants in southeastern Brazil [Mamíferos de médio e grande porte em remanescentes de Cerrado de Minas Gerais, Brasil]"
"3996",3996,"Record of Baird's tapir (Tapirus bairdii) with camera-trap in the sierra Madre of Oaxaca, Mexico [Registro de tapir centroamericano (Tapirus bairdii) con cámaras-trampa en la sierra Madre de Oaxaca, México]"
"3997",3997,"Community-Based Monitoring of Jaguar (Panthera onca) in the Chinantla Region, Mexico"
"3998",3998,"Ecology and local knowledge of the Baird's tapir (Tapirella bairdii) in the Sierra Madre de Oaxaca, Mexico"
"3999",3999,"Assessing risk of disease transmission: Direct implications for an indirect science"
"4000",4000,"Mineral licks: motivational factors for visitation and accompanying disease risk at communal use sites of elk and deer"
"4001",4001,"Development and evaluation of a bait station for selectively dispensing bait to invasive wild pigs"
"4002",4002,"Integrating traditional knowledge, science and conservation in the search for undescribed mammals on Malaita, Solomon Islands"
"4003",4003,"Feral cat abundance, density and activity in tropical island rainforests"
"4004",4004,"Threats to Australia’s rock-wallabies (Petrogale spp.) with key directions for effective monitoring"
"4005",4005,"Morphology, activity area, and movement patterns of the frugivorous monitor lizard varanus bitatawa"
"4006",4006,"Use of visual and olfactory sensory cues by an apex predator in deciduous forests"
"4007",4007,"What determines the distribution of a threatened species, the brush-tailed phascogale Phascogale tapoatafa (Marsupialia: Dasyuridae), in a highly modified region?"
"4008",4008,"Patterns of Detection and Capture Are Associated with Cohabiting Predators and Prey"
"4009",4009,"Detecting species interactions using remote cameras: Effects on small mammals of predators, conspecifics, and climate"
"4010",4010,"Effects of low-level culling of feral cats in open populations: A case study from the forests of southern Tasmania"
"4011",4011,"Demographic parameters of sexes in an elusive insect: implications for monitoring methods"
"4012",4012,"Seeing a Ghost? Vigilance and Its Drivers in a Predator-free World"
"4013",4013,"Light pollution modifies the expression of daily rhythms and behavior patterns in a nocturnal primate"
"4014",4014,"Spatial distribution in Norwegian lemming Lemmus lemmus in relation to the phase of the cycle"
"4015",4015,"A study on the analysis of mammals’ activity patterns and the effect of human hiker interference using camera trapping"
"4016",4016,"Current distribution and habitat models of the yellow-throated marten, Martes flavigula, in South Korea"
"4017",4017,"Assessment of a real-time prediction method for high clothing thermal insulation using a thermoregulation model and an infrared camera"
"4018",4018,"Choices of sampling method bias functional components estimation and ability to discriminate assembly mechanisms"
"4019",4019,"Assessment of smartphone-based technology for remote environmental monitoring and its development"
"4020",4020,"Detection of two Arctic birds in Greenland and an endangered bird in Korea using RGB and thermal cameras with an unmanned aerial vehicle (UAV)"
"4021",4021,"A comparison of eDNA to camera trapping for assessment of terrestrial mammal diversity"
"4022",4022,"Wild Canid Distribution and Co-existence in a Natural-Urban Matrix of the Pioneer Valley of Western Massachusetts"
"4023",4023,"High risk of lead contamination for scavengers in an area with high moose hunting success"
"4024",4024,"Enumerating a continental-scale threat: How many feral cats are in Australia?"
"4025",4025,"Who are the important predators of sea turtle nests at Wreck Rock beach?"
"4026",4026,"How do goannas find sea turtle nests?"
"4027",4027,"Applications of remote sensing technology in avian ecology"
"4028",4028,"Phenocave: An automated, standalone, and affordable phenotyping system for controlled growth conditions"
"4029",4029,"Opportunistic Foraging Behavior by Coyotes (Canis latrans) of A Novel Food Source Observed with Remote Cameras"
"4030",4030,"Changes in circadian activity patterns of a wildlife community post high-intensity energy development"
"4031",4031,"From seeds to plasma: Confirmed exposure of multiple farmland bird species to clothianidin during sowing of winter cereals"
"4032",4032,"Red-bellied Woodpeckers (Melanerpes carolinus) scavenging: A possible alternate dietary substrate"
"4033",4033,"The influence of the delay-period setting on camera-trap data storage, wildlife detections and occupancy models"
"4034",4034,"Why camera traps fail to detect a semi-aquatic mammal: Activation devices as possible cause"
"4035",4035,"Spatial and temporal structure of a mesocarnivore guild in midwestern north America"
"4036",4036,"You can’t run but you can hide: the negative influence of human presence on mid-sized mammals on an Atlantic island"
"4037",4037,"The crest-tailed mulgara (Dasycercus cristicauda) in the south-eastern Strzelecki Desert"
"4038",4038,"Distribution of asiatic black bear and its interaction with humans in jigme singye wangchuck national park, Bhutan"
"4039",4039,"Occupancy patterns of prey species in a biological corridor and inferences for tiger population connectivity between national parks in Bhutan"
"4040",4040,"Sampling techniques for New Zealand lizards"
"4041",4041,"Activity pattern of medium and large sized mammals and density estimates of Cuniculus paca (Rodentia: Cuniculidae) in the Brazilian pampa [Padrão de atividade de mamíferos de médio e grande porte e estimativa da densidade de Cuniculus paca (Rodentia: cuniculidae) no pampa Brasileiro]"
"4042",4042,"To each his own taste: Latrines of the giant otter as a food resource for vertebrates in Southern Pantanal, Brazil"
"4043",4043,"Activity patterns of giant otters recorded by telemetry and camera traps"
"4044",4044,"Differential use of salmon by vertebrate consumers: Implications for conservation"
"4045",4045,"Thermal digital terrain model of a coal spoil tip - A way of improving monitoring and early diagnostics of potential spontaneous combustion areas"
"4046",4046,"Interspecific interactions between wild felids vary across scales and levels of urbanization"
"4047",4047,"Human activity influences wildlife populations and activity patterns: implications for spatial and temporal refuges"
"4048",4048,"Brown bears and wolves scavenge humpback whale carcass in Alaska"
"4049",4049,"Conservation value of tropical forests: Distance to human settlements matters more than management in Central Africa"
"4050",4050,"Discovery of Miller's Grizzled Langur (Presbytis hosei canicrus) in Wehea Forest Confirms the Continued Existence and Extends Known Geographical Range of an Endangered Primate"
"4051",4051,"Wildlife monitoring in Weishan Qinghua green peafowl nature reserve using infrared cameras, Yunnan province"
"4052",4052,"Using footprints to identify and sex giant pandas"
"4053",4053,"White-cheeked macaque (Macaca leucogenys): A new macaque species from Medog, southeastern Tibet"
"4054",4054,"Observations of the foraging behavior and activity patterns of the Korean wood mouse, apodemus peninsulae, in China, using infra-red cameras"
"4055",4055,"Fast detection and location of longan fruits using UAV images"
"4056",4056,"The current status and conservation of otters on the coastal islands of zhuhai, Guangdong province, China"
"4057",4057,"Mammals of tengchong section of Gaoligongshan National Nature Reserve in Yunnan Province, China"
"4058",4058,"Community-based study to demonstrate the presence and local perspectives of the critically endangered Chinese Pangolin Manis pentadactyla in Zhejiang Wuyanling, China"
"4059",4059,"Nest predation on an abundant generalist bird in tropical China"
"4060",4060,"Progress in construction of China mammal diversity observation network (China BON-Mammals)"
"4061",4061,"The analysis on activity rhythms of several ungulates in extreme arid desert region based on infrared camera data [基于红外相机技术分析极旱荒漠有蹄类动物的活动节律]"
"4062",4062,"Daily Activity Rhythm of Temminick's Tragopan (Trgopan temminckii) Based on Infrared Camera Monitoring"
"4063",4063,"Construction progress of camera-trapping database from the nature reserves biological specimen resources sharing sub-platform"
"4064",4064,"Spatial and temporal activity patterns of Golden takin (Budorcas taxicolor bedfordi) recorded by camera trapping"
"4065",4065,"Effect of tourist roads on mammal activity in shennongjia national nature reserve based on the trap technique of infrared cameras"
"4066",4066,"Camera-trapping survey of the diversity of mammals and birds in Feng-yang Mountain of Zhejiang Province, China"
"4067",4067,"Camera-trapping survey on mammals and birds in the Guangdong Yunkaishan national nature reserve"
"4068",4068,"A photographic dataset of the beetle specimens from a SITE100 standardized sampling area in Huaping, Guangxi"
"4069",4069,"Applications of camera trap in wildlife population ecology"
"4070",4070,"Development progress and outlook of the wildlife camera-trapping networks in China"
"4071",4071,"Construction progress of the camera-trapping network for the mountains of Southwest China"
"4072",4072,"Camera-trapping survey on the mammal diversity of the Laohegou Nature Reserve, Sichuan Province"
"4073",4073,"Infrared camera traps for monitoring mammal and bird diversity and activity pattern in Limestone habitats"
"4074",4074,"A direct comparison of camera-trapping and sign transects for monitoring wildlife in the wanglang national nature Reserve, China"
"4075",4075,"Gauging the impact of management expertise on the distribution of large mammals across protected areas"
"4076",4076,"The wildlife camera-trapping dataset of Laohegou Protected Area, Sichuan Province (2011–2015)"
"4077",4077,"Assessing flora and fauna richness of a tropical forest River Basin: Potential ecological impacts of the proposed walkway bridge project"
"4078",4078,"Camera trap survey on the diversity of mammals and birds in Shenzhen, Guangdong Province [利用红外相机对深圳野生兽类和鸟类多样性的调查]"
"4079",4079,"Daily rhythm and seasonal pattern of lick use in sika deer (Cervus nippon) in China"
"4080",4080,"Habitat characteristics or protected area size: What is more important for the composition and diversity of mammals in nonprotected areas?"
"4081",4081,"Camera-trapping monitoring platform for mammals and pheasants in the longitudinal range and Gorge region of southwest China: Protocol, progress and future outlook"
"4082",4082,"Spatiotemporal occurrence of Mishmi takin Budorcas taxicolor in Dulongjiang Region, southwestern China"
"4083",4083,"Activity rhythm and influencing factors of two dominant rodent species in desert region [荒漠区两种优势鼠种的活动节律及其影响因子]"
"4084",4084,"Unveiling a wildlife haven: occupancy and activity patterns of mammals at a Tibetan sacred mountain"
"4085",4085,"Using large spatial scale camera trap data and hierarchical occupancy models to evaluate species richness and occupancy of rare and elusive wildlife communities in southwest China"
"4086",4086,"Camera-trap surveys reveal high diversity of mammals and pheasants in Medog, Tibet"
"4087",4087,"Habitat associations of four ungulates in mountain forests of southwest China, based on camera trapping and dung counts data"
"4088",4088,"Functional diversity loss and change in nocturnal behavior of mammals under anthropogenic disturbance"
"4089",4089,"cameratrapR: An R package for estimating animal density using camera trapping data"
"4090",4090,"Estimating population density of small rodents using camera traps"
"4091",4091,"Human disturbance and prey occupancy as predictors of carnivore richness and biomass in a Himalayan hotspot"
"4092",4092,"Habitat use and activity patterns of mammals and birds in relation to temperature and vegetation cover in the alpine ecosystem of southwestern china with camera‐trapping monitoring"
"4093",4093,"Coexistence of two sympatric flagship carnivores in the human-dominated forest landscapes of Northeast Asia"
"4094",4094,"Peninsular Malaysia's forgotten pheasant: Recent records and distribution of the crested argus rheinardia ocellata"
"4095",4095,"First photographic record of endemic brown eared-pheasant Crossoptilon mantchuricum by camera-trapping at Jinhuashan-Henglingzi Hemaji Nature Reserve, China"
"4096",4096,"Nest predators of flightless steamer-ducks (Tachyeres pteneres) and flying steamer-ducks (Tachyeres patachonicus)"
"4097",4097,"Identifying habitat and understanding movement resistance for the Endangered Bornean banteng Bos javanicus lowi in Sabah, Malaysia"
"4098",4098,"ATLANTIC-CAMTRAPS: a dataset of medium and large terrestrial mammal communities in the Atlantic Forest of South America"
"4099",4099,"Camera-trapping survey of wild mammals and birds in Daiyunshan, Fujian province"
"4100",4100,"Are unmanned aircraft systems (UASs) the future of wildlife monitoring? A review of accomplishments and challenges"
"4101",4101,"Long-term use of non-invasive sampling methods: Does successful sampling of brown bears by hair snares and camera traps change over time?"
"4102",4102,"Examining the occupancy–density relationship for a low-density carnivore"
"4103",4103,"Integrating telemetry data into spatial capture–recapture modifies inferences on multi-scale resource selection"
"4104",4104,"Detection of Eastern Spotted Skunks on Pine Mountain in Southeastern Kentucky Using Baited Enclosed Track Plates"
"4105",4105,"Availability of large seed-dispersers for restoration of degraded tropical forest"
"4106",4106,"Once bitten twice shy: Long-term behavioural changes caused by trapping experience in willow warblers Phylloscopus trochilus"
"4107",4107,"Cryptic mammals caught on camera: Assessing the utility of range wide camera trap data for conserving the endangered Asian tapir"
"4108",4108,"Bathyal and abyssal demersal bait-attending fauna of the Eastern Mediterranean Sea"
"4109",4109,"Predator–prey interactions in the canopy"
"4110",4110,"Weight operated see-saw feeding hoppers are not selective for red squirrels when greys are present"
"4111",4111,"Viability of thermal imaging in detecting nests of the invasive hornet Vespa velutina"
"4112",4112,"Relative abundance, population structure, habitat preferences and activity patterns of Tapirus bairdii (Perissodactyla: Tapiridae), in Chimalapas forest, Oaxaca, Mexico [Abundancia relativa, estructura poblacional, preferencia de hábitat y patrones de actividad del tapir centroamericano Tapirus bairdii (Perissodactyla: Tapiridae), en la Selva de Los Chimalapas, Oaxaca, México]"
"4113",4113,"Vertebrate scavengers alter the chronology of carcass decay"
"4114",4114,"Behaviour of stoats (Mustela erminea) raiding the nests of rock wrens (Xenicus gilviventris) in alpine New Zealand"
"4115",4115,"Use of a novel camera trapping approach to measure small mammal responses to peatland restoration"
"4116",4116,"Bobcats (Lynx rufus) as a Model Organism to Investigate the Effects of Roads on Wide-Ranging Carnivores"
"4117",4117,"Comparison of birds'and mammals' diversities using camera-trapping survey in Guizhou Chishui Alsophila National Nature Reserve and its surrounding areas [贵州赤水桫椤国家级自然保护区及其周边区域鸟兽多样性红外相机监测对比]"
"4118",4118,"Using infra-red cameras to survey wildlife in Beijing Songshan National Nature Reserve"
"4119",4119,"Infrared thermography for insect detection: lighting up the spotted lanternfly in the field"
"4120",4120,"Preliminary investigation for mammal and bird resources using infrared camera traps in Maolan National Nature Reserve, Guizhou"
"4121",4121,"Mammal resource status in the mountain forest ecosystems of southern Anhui province based on camera trap data"
"4122",4122,"Selection of suitable habitats forTragopan cabotiin Wuyanling Nature Reserve of Zhejiang."
"4123",4123,"Preliminary investigation of wildlife using camera traps along tourism routes in Beijing Baihua Mountain National Nature Reserve"
"4124",4124,"Group composition and seasonal changes of Bharal(Pseudois nayaur)in Wanglang National Nature Reserve, China [王朗国家级自然保护区岩羊集群结构及季节变化]"
"4125",4125,"Trail camera networks provide insights into satellite-derived phenology for ecological studies"
"4126",4126,"Camera-trapping survey of wild mammals and birds in Daxiangling nature reserve, Sichuan province"
"4127",4127,"Comparing the activity pattern of red deer (Cervus alashanicus) and blue sheep (Pseudois nayaur) using camera-traps in Helan Mountains"
"4128",4128,"Population monitoring and effect evaluation of the stock enhancement of Chinese giant salamander in the Gutian Mountain National Nature Reserve [中国大鲵古田山放流种群监测及成效评估]"
"4129",4129,"What factors relate with the activity synchronization intensity among big cats and their ungulate prey in Northeast China?"
"4130",4130,"Automatic identification method for terrestrial wildlife in Saihanwula National Nature Reserve in Inner Mongolia of northern China based on ROI-CNN [基于ROI-CNN的赛罕乌拉国家级自然保护区陆生野生动物自动识别]"
"4131",4131,"Diversity and activity patterns of sympatric animals among four types of forest habitat in Guanyinshan Nature Reserve in the Qinling Mountains, China"
"4132",4132,"Introduction to the wildlife camera-trapping database of the middle Qinling mountains"
"4133",4133,"A preliminary study of wolverine in Altay, Xinjiang [新疆貂熊种群初步调查]"
"4134",4134,"Application and data mining of infra-red camera in the monitoring of species"
"4135",4135,"Monitoring wildlife abundance and diversity with infra-red camera traps in Guanyinshan Nature Reserve of Shaanxi Province, China"
"4136",4136,"Overview of the camera-trapping platform for felid species in China: Data integration by a conservation NGO"
"4137",4137,"Giant panda distribution and habitat preference: The influence of sympatric large mammals"
"4138",4138,"Temporal and spatial distribution of anthropological disturbance in sika deers' habitat of Qingliangfeng National Nature Reserve [浙江清凉峰国家级自然保护区华南梅花鹿栖息地内人为干扰类型及时空分布格局]"
"4139",4139,"Luminescent defensive behaviors of polynoid polychaete worms to natural predators"
"4140",4140,"Scavenging behavior of the Short-eared Dog (Atelocynus microtis) in Ecuadorian lowland rainforest"
"4141",4141,"Medium and large mammal richness from the marine and coastal wildlife refuge of Pacoche, Ecuador [Riqueza de mamíferos medianos y grandes del refugio de vida silvestre marina y costera Pacoche, Ecuador]"
"4142",4142,"Seasonal variation in the diel activity of a dung beetle assemblage"
"4143",4143,"Managing a large citizen science project to monitor wildlife"
"4144",4144,"Managing feral cats through an adaptive framework in an arid landscape"
"4145",4145,"Reintroduction of Bilbies (Macrotis lagotis) to Matuwa, an Indigenous Protected Area in Western Australia"
"4146",4146,"Two methods of monitoring cats at a landscape-scale"
"4147",4147,"Opportunistic behaviour or desperate measure? Logging impacts may only partially explain terrestriality in the Bornean orang-utan Pongo pygmaeus morio"
"4148",4148,"Terrestriality in the bornean orangutan (Pongo pygmaeus morio) and implications for their ecology and conservation"
"4149",4149,"Coyote, fox, and bobcat response to anthropogenic and natural landscape features in a small urban area"
"4150",4150,"Co-occurrence of bobcats, coyotes, and ocelots in Texas"
"4151",4151,"Mammal Occurrence in Rock Outcrops in Shenandoah National Park: Ecological and Anthropogenic Factors Influencing Trap Success and Co-Occurrence"
"4152",4152,"Spatial structure of woody cover affects habitat use patterns of ocelots in Texas"
"4153",4153,"Natural and anthropogenic factors affecting Allegheny woodrat occupancy"
"4154",4154,"Habitat requirements of Eurasian pine marten Martes martes in a Mediterranean environment"
"4155",4155,"Conservation of kit foxes in the great basin desert: Review and recommendations"
"4156",4156,"Estimating Abundance of an Unmarked, Low-Density Species using Cameras"
"4157",4157,"Assessing the robustness of time-to-event models for estimating unmarked wildlife abundance using remote cameras"
"4158",4158,"Identification of Great Apes using Gabor features and Locality Preserving Projections"
"4159",4159,"The slow rise of technology: Computer vision techniques in fish population connectivity"
"4160",4160,"Automatic detection of fish and tracking of movement for ecology"
"4161",4161,"Farmers’ Perceptions of White-Faced Capuchins (Cebus imitator) and Human–Primate Coexistence in Rural Communities of Renacimiento District, Chiriquí Province, Panama"
"4162",4162,"Modelling state uncertainty with photo series data for the estimation of breeding success in a cliff-nesting seabird"
"4163",4163,"Cameras show sciurids visiting white-headed woodpecker nests without depredating contents"
"4164",4164,"A direct comparison of enclosed track plates and remote cameras in detecting Fishers, Martes pennanti, in North Dakota"
"4165",4165,"Evaluating red wolf scat to deter coyote access to urban Pastureland"
"4166",4166,"Assessing occupancy and activity of two invasive carnivores in two Caribbean islands: implications for insular ecosystems"
"4167",4167,"Spatiotemporal interactions of a novel mesocarnivore community in an urban environment before and during SARS-CoV-2 lockdown"
"4168",4168,"Water use behaviors of axis deer (axis axis) in the texas hill country"
"4169",4169,"Bearded pig (Sus barbatus) utilisation of a fragmented forest-oil palm landscape in Sabah, Malaysian Borneo"
"4170",4170,"Assessing the effectiveness of different sea turtle nest protection strategies against coyotes"
"4171",4171,"Evaluating the spatial intensity and demographic impacts of wire-snare bush-meat poaching on large carnivores"
"4172",4172,"Monitoring European wildcat Felis silvestris populations using scat surveys in central Spain: Are population trends related to wild rabbit dynamics or to landscape features?"
"4173",4173,"A generalised random encounter model for estimating animal density with remote sensor data"
"4174",4174,"New records of predation attempt on rhinella spp. In the atlantic forest: The importance of camera trap in recording species natural history"
"4175",4175,"A carnivores’ oasis? An isolated fisher (Pekania pennanti) population provides insight on persistence of a metapopulation"
"4176",4176,"Updating the distribution and population status of jaguarundi, puma yagouaroundi (É. Geoffroy, 1803) (Mammalia: Carnivora: Felidae), in the southernmost part of its distribution range"
"4177",4177,"Habitat selection, nest survival, and nest predators of Rusty Blackbirds in northern New England, USA"
"4178",4178,"Small Protected Areas as Stepping-Stones for Jaguars in Western Mexico"
"4179",4179,"Wolverine Occupancy, Spatial Distribution, and Monitoring Design"
"4180",4180,"Estimation of the Numbers of the Far Eastern Leopard (Panthera pardus) in Russia"
"4181",4181,"Population Structure and Spatial Distribution of The Tiger (panthera Tigris, Felidae, Carnivora) In Southwestern Primorye (Russian Far East)"
"4182",4182,"Behavioral response of the mammalian community to river otter latrine activity"
"4183",4183,"Assessing Potential Predation Risk by Introduced Predators on Unattended Eggs in the Red-Tailed Tropicbird, Phaethon rubricauda, on Rapa Nui (Easter Island)"
"4184",4184,"Technological Response of Wild Macaques (Macaca fascicularis) to Anthropogenic Change"
"4185",4185,"Anti-Predator Strategies of, and Possible Thanatosis in, Juvenile Collared Peccaries (Pecari tajacu)"
"4186",4186,"Density Estimation of Unmarked Populations Using Camera Traps in Heterogeneous Space"
"4187",4187,"Habitat use and diel activity pattern of the Tibetan Snowcock (Tetraogallus tibetanus): A case study using camera traps for surveying high-elevation bird species"
"4188",4188,"A new record of mammals in Ningxia Hui Autonomous Region-Reeve's muntjac(Muntiacus reevesi Ogilby, 1839) [宁夏兽类新纪录-小麂 (Muntiacus reevesi Ogilby, 1839)]"
"4189",4189,"Interspecific feeding at a bird nest: Snowy-browed Flycatcher (Ficedula hyperythra) as a helper at the Rufous-bellied Niltava (Niltava sundara) nest, Yunnan, Southwest China"
"4190",4190,"Spatiotemporal coexistence of North Chinese Leopard ( Panthera pardusjaponesis) and prey in Tie Qiao Shan provincial nature reserve [山西铁桥山省级自 然 保 护 区 华 北 豹 及 其 猎 物 的 时 空 动态研究]"
"4191",4191,"Pathway and method of forest health assessment using remote sensing technology [应用遥感技术评价森林健康的路径和方法]"
"4192",4192,"Assessing the recreation value of urban woodland using the ecosystem service approach in two forests in the munich metropolitan region"
"4193",4193,"Visitor counting and monitoring in forests using camera traps: A case study from bavaria (southern germany)"
"4194",4194,"Diet and behavior of the burrowing owl (Athene cunicularia) in atiquipa, an ecosystem of lomas in the south of peru"
"4195",4195,"Review of Gobi bear research (Ursus arctos gobiensis, Sokolov and Orlov, 1992)"
"4196",4196,"Does the crested porcupine select coppice forest? Habitat preference and activity patterns of a large rodent in the Lago di Vico Natural Reserve"
"4197",4197,"Observations on the breeding biology of the Andean Ibis (Theristicus branickii) in Ecuador"
"4198",4198,"Diversity, distribution and conservation of large mammals in northern Myanmar"
"4199",4199,"Terrestrial activity patterns of wild cats from camera-trapping"
"4200",4200,"Comparative sensitivity to environmental variation and human disturbance of Asian tapirs (Tapirus indicus) and other wild ungulates in Thailand"
"4201",4201,"Diver towed GPS to estimate densities of a critically endangered fish"
"4202",4202,"Trail camera video systems: Investigating their utility in interpreting patterns of marine, recreational, trailer-boat fishers' access to an offshore Marine Park in differing weather conditions"
"4203",4203,"A high-resolution panorama camera system for monitoring colony-wide seabird nesting behaviour"
"4204",4204,"Aerial Surveys of Elevated Hydrocarbon Emissions from Oil and Gas Production Sites"
"4205",4205,"Rewilding of Fukushima's human evacuation zone"
"4206",4206,"Camera-trapping survey of the mammal diversity in the Qilian Mountains National Nature Reserve, Gansu Province [基于红外相机技术对甘肃祁连山国家级自然保护区哺乳动物多样性的初步调查]"
